Store,Week,Quant,Price,Deal
111,35,64000,3.79,1
111,36,84096,3.24,0
111,37,18944,3.79,1
111,38,132352,3.21,0
111,39,14144,3.65,1
111,40,6016,3.76,0
111,41,10752,3.68,1
111,42,8320,3.68,1
111,43,9408,3.68,1
111,44,9600,3.68,1
111,45,162048,3.55,1
111,46,95680,3.59,1
111,47,88704,3.08,0
111,48,31232,3.22,1
111,49,10624,3.59,1
111,50,21312,3.49,1
111,51,98240,3.21,1
111,52,27072,3.09,1
111,53,32512,3.02,1
111,54,233280,2.89,1
111,55,49216,2.97,1
111,56,8064,3.84,0
111,57,21952,3.43,0
111,58,272640,3.34,1
111,59,33280,2.85,1
111,60,5440,3.84,0
111,61,76800,3.24,0
111,62,20224,3.14,1
111,63,61120,3.2,1
111,64,43648,3,1
111,65,371200,3.39,1
111,66,20608,3.3,1
111,67,11520,3.8,1
111,68,6784,4.1,0
111,69,9472,3.62,0
111,70,69952,3.34,1
111,71,5952,4.13,0
111,72,7232,4.13,0
111,73,5568,4.13,0
111,74,27328,3.99,1
111,75,99392,3.67,1
111,76,44800,3.6,1
111,77,122496,3.53,1
111,78,98304,3.57,1
111,79,24064,3.53,1
111,80,88384,3.54,0
111,81,8768,4.13,0
111,82,5056,4.13,0
111,83,9728,4.11,0
111,84,161344,3.84,1
111,85,7616,3.71,0
111,86,18112,3.39,1
111,87,83520,3.36,1
111,88,77824,3.25,1
111,89,10816,3.66,1
111,90,26752,3.75,0
111,91,44800,3.5,0
111,92,3648,3.84,1
111,93,14656,3.45,1
111,94,58176,3.44,1
111,95,43264,3.24,1
111,96,12800,3.6,0
111,97,27136,3.58,1
111,98,7296,3.98,0
111,99,126080,3.38,0
111,100,57536,3.19,0
111,101,8512,3.83,0
111,102,17344,3.52,1
111,103,10944,3.57,1
111,104,100736,3.25,0
123,1,10240,4.09,1
123,2,17984,3.59,1
123,3,103488,3.14,1
123,4,20160,3.64,1
123,5,14656,4.09,0
123,6,38656,3.54,1
123,7,167360,3.54,1
123,8,26816,3.54,1
123,9,10752,4.09,0
123,10,11072,4.09,1
123,11,110656,3.69,0
123,12,9600,4.09,1
123,13,154752,3.14,1
123,14,18176,3.99,0
123,15,51712,3.19,1
123,16,15808,3.99,1
123,17,91648,3.19,1
123,18,19200,3.19,1
123,19,11072,4.09,0
123,20,37248,3.44,1
123,21,10944,4.04,0
123,22,12416,4.04,1
123,23,88000,3.24,1
123,24,68736,2.93,1
123,25,13248,4.04,1
123,26,19904,4.04,1
123,27,78272,3.24,1
123,28,22912,3.24,1
123,29,26880,3.24,1
123,30,103040,3.79,1
123,31,41216,3.34,1
123,32,14912,3.34,1
123,33,12096,4.04,0
123,34,19776,4.04,1
123,35,61568,3.79,1
123,36,88192,3.24,0
123,37,27072,3.79,1
123,38,112064,3.21,1
123,39,23168,3.61,1
123,40,11584,3.76,0
123,41,13888,3.68,1
123,42,19840,3.65,1
123,43,11904,3.68,1
123,44,11008,3.68,1
123,45,114944,3.55,1
123,46,50880,3.58,1
123,47,111744,3.12,0
123,48,29824,3.18,1
123,49,17280,3.59,1
123,50,24640,3.5,1
123,51,99136,3.21,1
123,52,42496,3.06,1
123,53,24512,3.1,1
123,54,143040,2.89,1
123,55,32512,3.07,1
123,56,11008,3.84,0
123,57,23424,3.51,0
123,58,132800,3.34,1
123,59,75072,2.86,1
123,60,11456,3.83,0
123,61,95744,3.24,0
123,62,20864,3.14,1
123,63,46400,3.21,1
123,64,28288,3.06,1
123,65,280448,3.42,1
123,66,31872,3.31,1
123,67,13248,3.82,1
123,68,10240,4.13,0
123,69,14080,3.67,0
123,70,74880,3.34,1
123,71,10048,4.13,0
123,72,8960,4.13,0
123,73,8192,4.13,0
123,74,41856,3.73,1
123,75,86656,3.7,1
123,76,34496,3.64,1
123,77,100352,3.53,1
123,78,71680,3.59,1
123,79,37184,3.44,1
123,80,94720,3.54,0
123,81,9280,4.13,0
123,82,6400,4.13,0
123,83,10944,4.1,0
123,84,114816,3.84,1
123,85,15488,3.71,0
123,86,41280,3.39,1
123,87,74816,3.36,1
123,88,54336,3.29,1
123,89,13504,3.75,1
123,90,28224,3.84,0
123,91,28736,3.78,0
123,92,7680,3.85,1
123,93,41472,3.52,1
123,94,60608,3.44,1
123,95,9792,3.98,0
123,96,17152,3.75,0
123,97,34240,3.58,1
123,98,11904,3.98,0
123,99,139008,3.38,0
123,100,44160,3.24,0
123,101,23168,3.83,0
123,102,23936,3.52,1
123,103,14336,3.6,1
123,104,64512,3.27,0
124,1,26176,4.09,1
124,2,27776,3.59,1
124,3,83456,3.14,1
124,4,26368,3.64,1
124,5,13248,4.09,0
124,6,40128,3.54,1
124,7,103680,3.54,1
124,8,27904,3.54,1
124,9,9408,4.09,0
124,10,11392,4.09,1
124,11,77824,3.69,0
124,12,7360,4.09,1
124,13,124800,3.14,1
124,14,26880,3.99,0
124,15,80384,3.19,1
124,16,12672,3.99,1
124,17,75840,3.19,1
124,18,25152,3.19,1
124,19,7360,4.09,0
124,20,39424,3.44,1
124,21,7424,4.04,0
124,22,9728,4.04,1
124,23,73856,3.24,1
124,24,32064,2.93,1
124,25,12480,4.04,1
124,26,21312,4.04,1
124,27,61376,3.24,1
124,28,26880,3.24,1
124,29,19840,3.24,1
124,30,58304,3.79,1
124,31,26688,3.34,1
124,32,12800,3.34,1
124,33,8448,4.04,0
124,34,9792,4.04,1
124,35,43968,3.79,1
124,36,68480,3.24,0
124,37,21952,3.39,1
124,38,78720,3.29,1
124,39,19968,3.6,1
124,40,8448,3.78,0
124,41,13056,3.68,1
124,42,12544,3.68,1
124,43,10752,3.68,1
124,44,12672,3.68,1
124,45,90560,3.54,1
124,46,51968,3.61,1
124,47,77056,3.09,0
124,48,24448,3.34,1
124,49,17280,3.59,1
124,50,23680,3.52,1
124,51,73536,3.21,1
124,52,31872,3.14,1
124,53,35520,3.01,1
124,54,113152,2.89,1
124,55,51584,3.05,1
124,56,10816,3.84,0
124,57,15616,3.56,0
124,58,93056,3.34,1
124,59,45568,2.92,1
124,60,10752,3.84,0
124,61,72000,3.23,0
124,62,10432,3.82,1
124,63,39168,3.18,1
124,64,22336,3.11,1
124,65,216704,3.41,1
124,66,34048,3.27,1
124,67,15680,3.83,1
124,68,7488,4.13,0
124,69,8832,3.64,0
124,70,38848,3.34,1
124,71,9472,4.13,0
124,72,15936,3.82,0
124,73,8640,4.06,0
124,74,30656,3.8,1
124,75,78464,3.67,1
124,76,23616,3.64,1
124,77,54528,3.53,1
124,78,40704,3.59,1
124,79,31744,3.35,1
124,80,55488,3.54,0
124,81,5824,4.13,0
124,82,3648,4.13,0
124,83,4800,4.11,0
124,84,90240,3.84,1
124,85,10176,3.72,0
124,86,28416,3.39,1
124,87,49664,3.41,1
124,88,51392,3.25,1
124,89,13888,3.8,1
124,90,8576,4.09,0
124,91,16064,3.82,0
124,92,7104,4,1
124,93,22528,3.52,1
124,94,38208,3.45,1
124,95,8128,4.18,0
124,96,11264,3.86,0
124,97,25792,3.67,1
124,98,9920,4.18,0
124,99,75904,3.47,0
124,100,24064,3.66,0
124,101,10816,4.04,0
124,102,29184,3.61,1
124,103,14720,3.68,1
124,104,39488,3.37,0
130,1,14656,4.09,1
130,2,21696,3.59,1
130,3,100672,3.14,1
130,4,9664,3.64,1
130,5,8448,4.09,0
130,6,34752,3.54,1
130,7,196480,3.54,1
130,8,8192,3.54,1
130,9,12544,4.09,0
130,10,9728,4.09,1
130,11,113728,3.69,0
130,12,10368,4.09,1
130,13,74496,3.14,1
130,14,46092,3.14,0
130,15,74624,3.19,1
130,16,17664,3.99,1
130,17,82624,3.19,1
130,18,44224,3.19,1
130,19,6784,4.09,0
130,20,29632,3.44,1
130,21,6016,4.09,0
130,22,7296,4.09,1
130,23,86720,3.24,1
130,24,19776,2.93,1
130,25,46092,2.93,0
130,26,33920,4.04,1
130,27,80320,3.24,1
130,28,49152,3.24,1
130,29,27584,3.24,1
130,30,109440,3.79,1
130,31,25536,3.34,1
130,32,15488,3.34,1
130,33,8640,4.04,0
130,34,10304,4.04,1
130,35,46528,3.79,1
130,36,84224,3.24,0
130,37,54784,3.79,1
130,38,94208,3.21,0
130,39,23872,3.56,1
130,40,9152,3.79,0
130,41,11520,3.68,1
130,42,11840,3.68,1
130,43,12288,3.68,1
130,44,7808,3.68,1
130,45,131904,3.52,1
130,46,73920,3.52,1
130,47,98368,3.05,0
130,48,25920,3.15,1
130,49,21568,3.59,1
130,50,24256,3.52,1
130,51,107648,2.95,1
130,52,67392,2.95,1
130,53,56832,2.93,1
130,54,154176,2.84,1
130,55,57024,3.01,1
130,56,11264,3.84,0
130,57,31296,3.43,0
130,58,216832,3.34,1
130,59,91968,2.76,1
130,60,10560,3.84,0
130,61,106560,3.24,0
130,62,31040,3.14,1
130,63,66112,3.22,1
130,64,18240,3.12,1
130,65,290560,3.35,1
130,66,43456,3.31,1
130,67,11456,3.78,1
130,68,7616,3.98,0
130,69,25536,3.38,0
130,70,51648,3.34,1
130,71,10432,4.13,0
130,72,7552,4.1,0
130,73,7232,4.13,0
130,74,23104,3.64,1
130,75,118528,3.53,1
130,76,20096,3.62,1
130,77,120512,3.52,1
130,78,94528,3.55,1
130,79,27520,3.38,1
130,80,59200,3.54,0
130,81,7872,4.13,0
130,82,4032,4.07,0
130,83,6336,4.11,0
130,84,142080,3.84,1
130,85,13184,3.66,0
130,86,35456,3.39,1
130,87,43264,3.31,1
130,88,57408,3.25,1
130,89,8896,3.74,1
130,90,11072,3.83,0
130,91,15616,3.68,0
130,92,7936,3.73,1
130,93,24576,3.44,1
130,94,61568,3.41,1
130,95,7488,3.77,0
130,96,10752,3.64,0
130,97,33216,3.48,1
130,98,9472,3.77,0
130,99,101888,3.25,0
130,100,50048,3.19,0
130,101,11840,3.63,0
130,102,22464,3.42,1
130,103,13312,3.47,1
130,104,64576,3.16,0
137,1,24768,4.09,1
137,2,46400,3.59,1
137,3,81152,3.14,1
137,4,28736,3.64,1
137,5,22528,4.09,0
137,6,51328,3.54,1
137,7,110336,3.54,1
137,8,40576,3.54,1
137,9,15616,4.09,0
137,10,17024,4.09,1
137,11,79808,3.69,0
137,12,13632,4.09,1
137,13,156992,3.14,1
137,14,37632,3.99,0
137,15,93760,3.19,1
137,16,25536,3.99,1
137,17,121728,3.19,1
137,18,75328,3.19,1
137,19,23360,4.09,0
137,20,57408,3.44,1
137,21,24192,4.04,0
137,22,18112,4.04,1
137,23,134144,3.24,1
137,24,62208,2.93,1
137,25,17152,4.04,1
137,26,35456,4.04,1
137,27,99392,3.24,1
137,28,80128,3.24,1
137,29,71296,3.24,1
137,30,94912,3.79,1
137,31,79872,3.34,1
137,32,37568,3.34,1
137,33,19584,4.04,0
137,34,19584,4.04,1
137,35,58432,3.79,1
137,36,129728,3.24,0
137,37,31808,3.79,1
137,38,81920,3.22,0
137,39,57984,3.59,1
137,40,27648,3.78,0
137,41,23168,3.68,1
137,42,26304,3.68,1
137,43,21952,3.68,1
137,44,21760,3.68,1
137,45,99008,3.55,1
137,46,62912,3.6,1
137,47,127872,3.1,0
137,48,32896,3.42,1
137,49,30016,3.59,1
137,50,28288,3.51,1
137,51,75904,3.27,1
137,52,76672,3.07,1
137,53,100096,2.91,1
137,54,139008,2.89,1
137,55,86464,2.96,1
137,56,18240,3.84,0
137,57,43328,3.41,0
137,58,117440,3.34,1
137,59,128128,2.77,1
137,60,18112,3.84,0
137,61,132224,3.24,0
137,62,110912,3.14,1
137,63,105152,3.17,1
137,64,50176,3.06,1
137,65,216256,3.37,1
137,66,106880,3.29,1
137,67,71872,3.73,1
137,68,25408,4.09,0
137,69,28224,3.67,0
137,70,102656,3.34,1
137,71,33280,4.13,0
137,72,29760,4.13,0
137,73,21760,4.09,0
137,74,44160,3.99,1
137,75,155840,3.67,1
137,76,101760,3.66,1
137,77,99904,3.53,1
137,78,77120,3.56,1
137,79,75008,3.37,1
137,80,82176,3.52,0
137,81,30016,4.12,0
137,82,19968,4.13,0
137,83,21504,4.12,0
137,84,121344,3.84,1
137,85,29056,3.72,0
137,86,55616,3.39,1
137,87,75840,3.38,1
137,88,109824,3.27,1
137,89,46080,3.75,1
137,90,43264,3.66,0
137,91,61952,3.29,0
137,92,29952,3.34,1
137,93,52288,3.35,1
137,94,70976,3.41,1
137,95,28352,3.77,0
137,96,43712,3.64,0
137,97,80640,3.48,1
137,98,33920,3.77,0
137,99,195584,3.28,0
137,100,71360,3.34,0
137,101,34944,3.61,0
137,102,79616,3.42,1
137,103,43840,3.46,1
137,104,94208,3.14,0
